"BN/Registration number","Fiscal period end","Form ID","500","505","510","515","520","525","530","535","540","545","550","555","560","565","580"
"130913320RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y",,
"130915713RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","LIVRES ET PUBLICITÉS",$550529.00
"130917032RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$4360.00
"130917552RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS",$9181.00
"130917768RR0001",2024-3-31 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$39206.00
"130917941RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PALLET OF WATER AND USE OF 2 GOLF CARTS",$1880.00
"130918907RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y",,,
"130927692RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$808.00
"130929607RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$3202.00
"130930092RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$1328628.00
"130930340RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$29330.00
"130955461RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$4645.00
"130964786RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","VÉLOS",$114400.00
"130972789RR0001",2024-9-30 00:00:00,"27",,,,,,,,"Y",,,,,"Y","CAMP BOAT",$53780.00
"130976772RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$300.00
"130976814RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$373595.00
"130992555RR0001",2024-3-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","Service médicaux et déblaiement de neige",$17887.00
"130994353RR0002",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$7783.00
"130999253RR0001",2024-10-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1840.00
"131025801RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1013.00
"131032328RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOURNITURE DE BUREAU",$41.00
"131034597RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,"Y","Y","FOURNITURES POUR LES BÉNÉ",$37297.00
"131040206RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$108217.00
"131046955RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","PRINTING SERVICES/STORAGE",$3754.00
"131056848RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Angel Tree Gifts",$6201.00
"131067860RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","professional travel & fees",$6121.00
"131080772RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","VARIOUS SUPPLIES/GIFTS",$19314.00
"131081861RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","INSTRUMENT DE MUSIQUE",$228461.00
"131088007RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$7216.00
"131097453RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS AND TICKETS",$1844.00
"131106098RR0003",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FLOWERS, CRAFTS SNOW CLEARING BOOKKEEPING",$23570.00
"131113151RR0001",2024-3-31 00:00:00,"27",,,,,,,,"Y",,"Y",,,"Y","GIFT CARDS",$25758.00
"131116022RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,"Y","Y",,"Y","Race registration fees and concert tickets",$2563873.00
"131122079RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$265.00
"131123325RR0001",2024-9-30 00:00:00,"27","Y",,,,,,,,,,,,,,$102296.00
"131132805RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,,"Y","SEWER SERVICES",$4005.00
"131132904RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$10056.00
"131135691RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,"Y",,,"Y","ACCOM CREDIT, TICKETS",$253741.00
"131135717RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GIFT CARDS/PRIZES/TOYS",$9844.00
"131159543RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,"Y","Y",,"Y","Y",,,,$2446640.00
"131161952RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOOD/SCHOOL SUPPLIES",$4359.00
"131161986RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS",$39057.00
"131162463RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","RENT, ARTIST FEES",
"131168874RR0001",2024-6-30 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$15602.00
"131176042RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,"Y","GIFT CARDS",$1966.00
"131196206RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$283.00
"131201196RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","ICONS, VESTMENTS",$759.00
"131209801RR0001",2024-3-31 00:00:00,"27",,,,,,,,"Y",,,,,,,$1475.00
"131212003RR0001",2024-10-31 00:00:00,"27",,,,,,,,,,,,,"Y","Tennis Ball Machine",$2400.00
"131215196RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","BICYCLES,CLEANING AND VIDEO",$15262.00
"131221491RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1500.00
"131223760RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$437.00
"131272783RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$95.00
"131275711RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$1000.00
"131276297RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GIFT CARDS",$16829.00
"131293631RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ADVERTISING/RENT",$21292.00
"131294191RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","PERSONAL USE ITEMS",$6992.00
"131295198RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$737.00
"131295693RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y","Y","toys, gift certificates, event tickets",$930384.00
"131310914RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$1600.00
"131341356RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,"Y","Y","Flowers",$460.00
"131357352RR0001",2024-4-30 00:00:00,"27",,"Y","Y","Y",,,,"Y",,"Y","Y",,"Y","FEED/INTEREST/ASSETS",$107275.00
"131367997RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS",$50.00
"131373490RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,"Y",,"Y","MISCELLANEOUS SUPPLIES AND TR",$36671.00
"131376212RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","BUILDING SUPPLIES & MAINTENANCE",$1776.00
"131376220RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","VOLUNTEER REIMBURSEMENT FOREGONE",$224.00
"131401226RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","VARIOUS",$2032.00
"131433492RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","USE OF FACILITY FOR FELLOWSHIP",$1000.00
"131433963RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$49290.00
"131435711RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,,,"Y","Wine tour for 6 people and T-shirts for Love Duncan Outreach project",$3521.00
"131453409RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","drum set for the jamming program, engraving kit",$2494.00
"131453490RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,"Y",,,"Y",,,,$3269806.00
"131454621RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","wheelchair; event tickets",$4571.00
"131456212RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$13000.00
"131459943RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y","Y","craft supplies",$440.00
"131462871RR0001",2024-11-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$37027252.00
"131467748RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PARK PASSES, HAIRCUTS",$24000.00
"131469181RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PROGRAM SUPPLIES",
"131482291RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARD DONATIONS",$12262.00
"131496788RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","TOURS DE JEUX",$2036.00
"131499642RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","HAND SANITIZER",$5800.00
"131500597RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$2066.00
"131507428RR0001",2024-10-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","SILECT AUCTION ITEMS",$88954.00
"131507675RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Piano",$8500.00
"131521163RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,"Y",,"Y",,,,,$68262.00
"131529448RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOOD FOR GOLF HOLES",$1915.00
"131529471RR0001",2024-9-30 00:00:00,"27",,"Y",,,,,,,,"Y",,,"Y","OUT OF POCKET PROGRAMMING EXPENSES",$9744.00
"131543886RR0001",2024-11-30 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","One month membership in ""Diaz Combat Sports""",$1790.00
"131545253RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$300.00
"131568560RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","TOOL",$400.00
"131568701RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","SUPPLIES, GAS YARD MAINT:",$3038.00
"131575193RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$11753.00
"131580532RR0001",2024-11-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$37027252.00
"131581126RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PLANTS, TROPHY, DECORATIONS, FOOD ,CLEANING SUPPLIES",$1157.00
"131582264RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","ELECTRO, LOCATION AUTO",$2500.00
"131582603RR0001",2024-10-31 00:00:00,"27",,"Y",,,,,,,,"Y",,,"Y","MISC SUPPLIES",$278.00
"131586745RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$893.00
"131587032RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$4080.00
"131589434RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,"Y","Y","OFFICE + CLEANING SUPPLIES",$2162.00
"131597163RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","GUEST HOUSE SERVICE",$13322.00
"131604464RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,"Y","Y","VAN RENTAL",$1505.00
"131611097RR0001",2024-8-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","GIFTCARDS",$3410.00
"131621740RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Bus pass, Sheet music",$408.00
"131621765RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$11146.00
"131634396RR0001",2024-2-28 00:00:00,"27",,,,,,,,,,,"Y",,,,$79723.00
"131634594RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,"Y",,,,$2471.00
"131634644RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","OFFICE/MINISTRY SUPPLIES",$1489.00
"131635286RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,"Y","Y","EVENT TICKETS",$1947.00
"131635773RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,,,,"Y","Construction materials and equipment for new sound booth",$10537.00
"131638454RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","building maintenance supplies",$1480.00
"131640922RR0001",2024-3-31 00:00:00,"27",,,,,,,,"Y",,,,,,,$599.00
"131644171RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","FABRIC RESISTANCE BANDS",$3322.00
"131648156RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y",,$1350.00
"131650764RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","PUBLICITÉ, NOURRITURE",$36658.00
"131654493RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,"Y","CARDS",$3200.00
"131658437RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$385.00
"131663783RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ARTICLES NEUFS POUR TIRAGE",$230.00
"131670002RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$177.00
"131677692RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","Walk in freezer/cooler",$19250.00
"131686230RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","ASSURANCE-VIE",
"131690125RR0001",2024-4-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$4746.00
"131695066RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$77775.00
"131701492RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y",,,$4375.00
"131712457RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,,"Y","GOODS FOR AUCTION",$2186.00
"131729212RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","Cooler/Pottery/Facial Appliance/Gift Basket/Himalayan Salt Lamp",$410.00
"131771990RR0005",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","OFFICE & DECOR SUPPLIES",
"131789398RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","AIRCRAFT",$46458.00
"131792616RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","EVENT TICKETS",$602460.00
"131797540RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","GIFT CARDS",$1598882.00
"131798746RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","floating raft",$2693.00
"131799082RR0002",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","MISC GOODS/SUPPLIES",
"131799157RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,"Y",,,$2625.00
"131799777RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$705.00
"131800278RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","Printing of building plans",$225.00
"131800989RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,"Y",,,,,,,,$34869.00
"131801359RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1300.00
"131801813RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$355.00
"131802720RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,,,,$4200.00
"131803009RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,"Y","Y",,,,$52214.00
"131814709RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Storage space",$1764.00
"131815532RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$1000.00
"131815763RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$17924.00
"131816506RR0001",2024-12-31 00:00:00,"27","Y","Y","Y",,,,,,,,,,"Y","Program and office supplies",$1153.00
"131831141RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$3482.00
"131831547RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$801.00
"131842296RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","Toiles (peintures)",$920.00
"131892382RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$194.00
"131893190RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,"Y",,,"Y","printing supplies; de-icing salt, coffee/tea and condiments, garbage bags/tags, expendable cleaning supplies, MIDI interface for organ",$4851.00
"131894578RR0001",2024-12-31 00:00:00,"27",,,,,,,,,"Y",,,,,,$176160.00
"131894891RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","REPAIRS DONE BY LOCAL TRADESMEN",$314.00
"131895229RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,"Y","Y","PUZZLES/GAMES",$50.00
"131898827RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,"Y",,"Y","Y","CHRISTMAS SUPPLIES",$12513.00
"131902348RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,"Y",,,,"Y",,,,$4896256.00
"131902785RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GROCERY GIFT CARDS",$4379.00
"131903171RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Program supplies",$1399.00
"131903536RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Building Repairs, worship supplies, food donations",$24423.00
"131903569RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Out-of-pocket expenses",$543.00
"131903874RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,"Y",,"Y","CRÉDIT SUR FACTURE",$62093.00
"131905614RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,"Y","PERSONAL CARE SUPPLIES",$2192.00
"131908469RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","PAPIER DE TOILETTE",$576.00
"131909046RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","SUPPLIES FOR FUNDRAISING EVENT",$935.00
"131910275RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PRODUITS DE JARDINAGE",$887.00
"131916488RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$1528.00
"131922262RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Operating supplies",$1203.00
"131928715RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$52672.00
"131929002RR0002",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,"Y",,,"Y","MATERIAL, OFFICE SUPPLIES",$1238.00
"131933517RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,"Y",,,,,"Y","MISC SUPPLIES",$502.00
"131950248RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$17500.00
"131951451RR0001",2024-11-30 00:00:00,"27",,,,,,,,,,"Y",,,,,$800.00
"131951493RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$600.00
"131958811RR0001",2024-12-31 00:00:00,"27","Y",,,,,"Y",,,,,"Y",,,,$9724933.00
"131959546RR0001",2024-12-31 00:00:00,"27","Y",,,"Y",,,,"Y",,"Y","Y",,"Y","maps",$243832.00
"131966566RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,,,$1098.00
"131970352RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$9993.00
"131978355RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$230.00
"131983850RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SUPPLIES",$823.00
"132001835RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","VOLUNTEER SNOW CLEARING",$1000.00
"132003336RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","BALLOONS AND ENTERTAINMENT BAND COSTS",$1307.00
"132003500RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","13' Super slide pool with blower",$2100.00
"132004078RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y",,,$58.00
"132004177RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$368386.00
"132004219RR0001",2024-12-31 00:00:00,"27",,,,,,"Y",,,,,,,,,$93800.00
"132004227RR0001",2024-5-31 00:00:00,"27","Y",,,,,,,,,,"Y",,,,$61740.00
"132007030RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$8340.00
"132014291RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$50.00
"132017666RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","LABOR",$7350.00
"132018193RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","VEGETABLES, FLOWERS",$823.00
"132019134RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$3435.00
"132021668RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,"Y",,,"Y","Y",,,,$290724.00
"132023003RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$28974.00
"132024043RR0001",2024-11-30 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Supplies and items for sale at fundraisers",$2568.00
"132025800RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","GROCERIES, HOUSEHOLD ITEMS",$4873.00
"132026501RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,"Y","REPAIRS",$2897.00
"132029364RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","KEYBOARD-PIANO",$950.00
"132033986RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$1050.00
"132047622RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,"Y",,,,,$2000.00
"132057050RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,,"Y","WOODEN CANOE PADDLE",$215.00
"132057100RR0001",2024-3-31 00:00:00,"27","Y","Y","Y",,,,"Y",,,,,,,,$20451.00
"132071135RR0001",2024-3-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$16116.00
"132071606RR0002",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PRIZES FOR SOCIAL & FOOD (RECEIPTS GIVEN) LNKEND DONATION ON STATEMENT",$956.00
"132072174RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","NOURRITURE POUR CHIENS",$3027.00
"132074089RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,,"Y","CHAIRS",$420.00
"132075573RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,"Y","Y","CHURCH SUPPLIES",$3432.00
"132075920RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$4150.00
"132080185RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","DENRÉES",$1250.00
"132090929RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","MULTIPLE",$9100.00
"132090952RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","MULTIPLE",$755.00
"132090978RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","In-kind",$7374.00
"132093451RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,,"Y","Plants, Bird Seed, Bird Feeders and Garden Decor",$1994.00
"132098591RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,
"132106642RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","IMMEUBLE",$149000.00
"132121914RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$39.00
"132129495RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,"Y","Y","Video production, Travel expenses, Representation at events",$10880.00
"132146549RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y","Y",,"Y","TRAVEL COSTS",$49871.00
"132146606RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SUPPLIES",$841.00
"132152737RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","Candles, Piano",$2014.00
"132152893RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$77135.00
"132153800RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,"Y","Y",,$2251.00
"132154220RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$9514.00
"132154899RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$101332.00
"132167800RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y",,$800.00
"132170853RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","ZOOM SUBSCRIPTION, ENVELOPES",$284.00
"132170994RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$2207577.00
"132171414RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,"Y","Y","FRAIS DÉPLACEMENTS BÉNÉVOLES",$12123.00
"132171679RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$275377.00
"132173063RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,"Y","Y",,,"Y",,,,$21528982.00
"132174046RR0001",2024-3-31 00:00:00,"27",,,,,,,,"Y",,,,"Y","Y","CHRISTMAS DECOR",$8500.00
"132185109RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ORGAN",$8000.00
"132189358RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PET FOOD,CLEANING SUPPLIES,FLOWERS FOR THE FLOWER BED",$1490.00
"132193202RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GIFT CARD, TICKETS",$2590.00
"132198235RR0001",2024-10-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$6000.00
"132198748RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOOD",$18744.00
"132199480RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y","Y","VARIOUS SMALL ITEMS",$69813.00
"132207382RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,,,$2046.00
"132215617RR0001",2024-5-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","AUCTION ITEMS, GIFT DO",$11160.00
"132219494RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","PRODUCE",$128492.00
"132230459RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Gift cards, toys, fruits, vegetables, eggs, milk and  other grocery items.",$68920.00
"132232521RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","MISC GOODS",$375.00
"132238627RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,,,$0.00
"132239013RR0001",2024-9-30 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","GIFT CARDS, TICKETS, PILLOWS",$46223.00
"132240110RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","MOBILIER",$2450.00
"132257031RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,"Y",,"Y","Y","Y","toys",$190984.00
